net,length_um
_05872_,8.86
_06113_,8.86
_07939_,8.86
_08105_,8.86
net840,8.86
_04080_,8.85
_00039_,8.84
_02630_,8.84
_06726_,8.84
_07642_,8.84
_08434_,8.84
_08531_,8.84
net1127,8.84
_08545_,8.83
_00318_,8.825
_02300_,8.82
_02830_,8.82
_02917_,8.82
_03325_,8.82
_03330_,8.82
_03764_,8.82
_03936_,8.82
_04323_,8.82
_04691_,8.82
_05301_,8.82
_08208_,8.82
_08587_,8.82
_04341_,8.815
_03427_,8.8
_03882_,8.8
_04076_,8.8
_04780_,8.8
_05204_,8.8
_08061_,8.8
_08204_,8.8
_08516_,8.8
buf_b.mem\[12\]\[0\],8.8
net971,8.8
_02542_,8.795
_02178_,8.78
_03056_,8.78
_03130_,8.78
_03930_,8.78
_04797_,8.78
_04872_,8.78
_05736_,8.78
_05758_,8.78
_06318_,8.78
_06750_,8.78
_06911_,8.78
_07055_,8.78
_08030_,8.78
_08280_,8.78
_00199_,8.76
_04901_,8.76
_07993_,8.76
_08389_,8.76
_08636_,8.76
_00631_,8.75
_01245_,8.74
_02924_,8.74
_06346_,8.74
_07593_,8.74
buf_a.mem\[15\]\[0\],8.74
net926,8.74
net934,8.74
net1217,8.74
net1258,8.74
_00020_,8.72
_05511_,8.72
_07090_,8.72
_08669_,8.72
_08707_,8.72
result33[19],8.72
s_axis_a_data[3],8.72
s_axis_a_valid,8.72
_07267_,8.71
_00416_,8.7
_03408_,8.7
_03513_,8.7
_04260_,8.7
_05336_,8.7
_05374_,8.7
_05462_,8.7
_05764_,8.7
_05824_,8.7
_06487_,8.7
_06850_,8.7
_07260_,8.7
_07992_,8.7
_08029_,8.7
_08121_,8.7
_08230_,8.7
_08606_,8.7
_00506_,8.68
_01627_,8.68
_02864_,8.68
_04103_,8.68
_05176_,8.68
_06247_,8.68
_06573_,8.68
_06822_,8.68
_08112_,8.68
net1214,8.68
_03654_,8.675
_00179_,8.665
_02947_,8.66
_03752_,8.66
_03759_,8.66
_03902_,8.66
_04187_,8.66
_05735_,8.66
_05975_,8.66
_06518_,8.66
_06784_,8.66
_06927_,8.66
_07101_,8.66
_07252_,8.66
_07271_,8.66
_07330_,8.66
_07421_,8.66
_01190_,8.65
_08009_,8.64
_02286_,8.62
_02978_,8.62
_03595_,8.62
_05153_,8.62
_05207_,8.62
_07194_,8.62
_08129_,8.62
net895,8.62
net914,8.62
_03251_,8.615
_00344_,8.6
_02197_,8.6
_02435_,8.6
_02915_,8.6
_04627_,8.6
_05116_,8.6
_05668_,8.6
_07088_,8.6
_08047_,8.6
_08315_,8.6
arr.b00\[0\],8.6
buf_b.mem\[12\]\[3\],8.6
net616,8.6
net874,8.6
net1059,8.6
_04569_,8.595
_01919_,8.58
_02533_,8.58
_02555_,8.58
_02694_,8.58
_02901_,8.58
_03423_,8.58
_04005_,8.58
_04417_,8.58
_04722_,8.58
_05224_,8.58
_05263_,8.58
_05662_,8.58
_05694_,8.58
_06376_,8.58
_06888_,8.58
_07335_,8.58
_07737_,8.58
_08007_,8.58
_08144_,8.58
_08428_,8.58
buf_b.mem\[8\]\[1\],8.58
net968,8.58
_07866_,8.575
_02822_,8.56
_02944_,8.56
_03875_,8.56
_04709_,8.56
_04807_,8.56
_05132_,8.56
_05641_,8.56
_05683_,8.56
_06281_,8.56
_06284_,8.56
_06828_,8.56
_07202_,8.56
_07400_,8.56
_07515_,8.56
_07660_,8.56
_07700_,8.56
_07873_,8.56
_08033_,8.56
net1118,8.56
net1181,8.56
_01140_,8.55
_02401_,8.545
_02303_,8.54
_02479_,8.54
_03419_,8.54
_04430_,8.54
_04519_,8.54
_05308_,8.54
_05505_,8.54
buf_b.mem\[2\]\[5\],8.54
_08432_,8.535
_01506_,8.525
_03078_,8.52
_01933_,8.5
_06929_,8.5
_07105_,8.5
_07393_,8.5
_08494_,8.5
result02[11],8.5
result30[11],8.5
result31[2],8.5
_01736_,8.48
_01902_,8.48
_02220_,8.48
_02272_,8.48
_03213_,8.48
_04161_,8.48
_04533_,8.48
_04587_,8.48
_05043_,8.48
_05396_,8.48
_05585_,8.48
_05980_,8.48
_06458_,8.48
_07948_,8.48
_08094_,8.48
_08096_,8.48
_08367_,8.48
buf_b.mem\[15\]\[0\],8.48
_04172_,8.475
_00255_,8.46
_03182_,8.46
_03203_,8.46
_03891_,8.46
_03905_,8.46
_04143_,8.46
_05086_,8.46
_05595_,8.46
_05708_,8.46
_05883_,8.46
_05889_,8.46
_06249_,8.46
buf_a.mem\[2\]\[7\],8.46
_01648_,8.455
_00022_,8.44
_01867_,8.44
_02811_,8.44
_03105_,8.44
_03834_,8.44
_04473_,8.44
_04664_,8.44
_04926_,8.44
_05798_,8.44
_05877_,8.44
_06301_,8.44
_06328_,8.44
_06708_,8.44
_07526_,8.44
_07926_,8.44
_08291_,8.44
_08320_,8.44
_08410_,8.44
buf_a.mem\[14\]\[2\],8.44
buf_a.mem\[3\]\[3\],8.44
net628,8.44
net992,8.44
net998,8.44
_01830_,8.42
_03101_,8.42
_06146_,8.42
_07181_,8.42
_00942_,8.4
_03001_,8.4
_00040_,8.38
_06765_,8.38
result10[10],8.38
result11[31],8.38
result13[21],8.38
result23[24],8.38
s_axis_b_data[2],8.38
s_axis_b_data[7],8.38
_02208_,8.36
_02731_,8.36
_03279_,8.36
_04245_,8.36
_04392_,8.36
_04939_,8.36
_05265_,8.36
_05329_,8.36
_06225_,8.36
_06486_,8.36
_06900_,8.36
_07496_,8.36
_08298_,8.36
_08399_,8.36
net881,8.36
net1007,8.36
net1099,8.36
net1225,8.36
_04674_,8.35
_06153_,8.35
_00271_,8.34
_01802_,8.34
_01851_,8.34
_02540_,8.34
_03414_,8.34
_03555_,8.34
_03665_,8.34
_04034_,8.34
_04225_,8.34
_06683_,8.34
_07688_,8.34
_08251_,8.34
_08391_,8.34
_08663_,8.34
net1029,8.34
net1172,8.34
_00504_,8.32
_02894_,8.32
_03493_,8.32
_04716_,8.32
_05160_,8.32
_05692_,8.32
_06980_,8.32
_07073_,8.32
_07377_,8.32
_07430_,8.32
_07646_,8.32
_07788_,8.32
_08120_,8.32
net1036,8.32
_06832_,8.315
_01576_,8.305
_03559_,8.3
_04500_,8.3
_05752_,8.3
_07049_,8.3
_07414_,8.3
_07811_,8.3
buf_b.mem\[1\]\[7\],8.3
net1163,8.3
_01481_,8.28
_02246_,8.28
_04681_,8.28
_07238_,8.28
_07783_,8.28
a2_d1\[0\],8.28
net851,8.28
net927,8.28
net1119,8.28
_03659_,8.26
_04708_,8.26
_05771_,8.26
_07277_,8.26
net790,8.26
_04848_,8.255
_05036_,8.25
_00099_,8.24
_02544_,8.24
_02729_,8.24
_02796_,8.24
_03260_,8.24
_03593_,8.24
_03990_,8.24
_04305_,8.24
_04398_,8.24
_04434_,8.24
_04868_,8.24
_04995_,8.24
_05115_,8.24
_05404_,8.24
_05438_,8.24
_06025_,8.24
_06048_,8.24
_06109_,8.24
_06529_,8.24
_06889_,8.24
_06964_,8.24
_07336_,8.24
_08224_,8.24
_08343_,8.24
buf_a.mem\[6\]\[5\],8.24
_01487_,8.225
_00074_,8.22
_02561_,8.22
_04574_,8.22
_05103_,8.22
_05841_,8.22
_06393_,8.22
_07357_,8.22
_08326_,8.22
_08381_,8.22
net597,8.22
net833,8.22
_00710_,8.21
_02424_,8.2
_02486_,8.2
_02591_,8.2
_02984_,8.2
_05654_,8.2
_05801_,8.2
_06913_,8.2
_07076_,8.2
_04325_,8.19
_06400_,8.19
_00412_,8.185
_00374_,8.18
_00424_,8.18
_04057_,8.18
net865,8.18
_06843_,8.175
_01063_,8.17
_03637_,8.17
_06916_,8.17
_01486_,8.165
_00045_,8.16
_00233_,8.16
_02700_,8.16
_04303_,8.16
_07349_,8.16
net1218,8.16
net1248,8.16
result01[28],8.15
_00540_,8.145
_01663_,8.145
_02301_,8.14
_02804_,8.14
_03449_,8.14
_05361_,8.14
_05897_,8.14
_07119_,8.14
_07776_,8.14
_08006_,8.14
_08272_,8.14
net869,8.14
net909,8.14
net920,8.14
net1164,8.14
net1170,8.14
net1199,8.14
_00497_,8.12
_02838_,8.12
_03455_,8.12
_03666_,8.12
_03696_,8.12
_04185_,8.12
_04316_,8.12
_04321_,8.12
_04480_,8.12
_05274_,8.12
_05483_,8.12
_05714_,8.12
_06049_,8.12
_06227_,8.12
_06521_,8.12
_06548_,8.12
_06620_,8.12
_06865_,8.12
_07185_,8.12
_07344_,8.12
_07394_,8.12
_07814_,8.12
_08267_,8.12
buf_a.mem\[11\]\[5\],8.12
net1256,8.12
_01894_,8.1
_02069_,8.1
_02497_,8.1
_02763_,8.1
_03380_,8.1
_04713_,8.1
_04723_,8.1
_05328_,8.1
_05783_,8.1
_05793_,8.1
_06108_,8.1
_06399_,8.1
b2_d1\[6\],8.1
buf_a.row2\[6\],8.1
net759,8.1
net1025,8.1
_07506_,8.09
_07627_,8.085
_03098_,8.08
_03385_,8.08
_04068_,8.08
_04502_,8.08
_04710_,8.08
_05600_,8.08
_08147_,8.08
_01584_,8.065
_00008_,8.06
_01824_,8.06
_01835_,8.06
_04049_,8.06
_04285_,8.06
_05815_,8.06
b3_d1\[4\],8.06
buf_b.row3\[2\],8.06
_00624_,8.05
_05053_,8.04
_05348_,8.04
_06272_,8.04
buf_b.mem\[6\]\[3\],8.04
result00[17],8.04
result01[11],8.04
result02[22],8.04
result03[15],8.04
result03[16],8.04
result03[4],8.04
result10[24],8.04
result10[6],8.04
result11[1],8.04
result12[24],8.04
result12[29],8.04
result12[9],8.04
result13[14],8.04
result13[29],8.04
result13[5],8.04
result13[6],8.04
result20[9],8.04
result21[24],8.04
result21[30],8.04
result21[5],8.04
result21[8],8.04
result22[22],8.04
result22[23],8.04
result22[25],8.04
result23[10],8.04
result23[30],8.04
result23[5],8.04
result30[25],8.04
result31[10],8.04
result31[14],8.04
result31[26],8.04
result31[6],8.04
result32[10],8.04
result32[14],8.04
result32[1],8.04
result32[20],8.04
result32[28],8.04
result32[5],8.04
result33[13],8.04
result33[1],8.04
_02634_,8.02
_02709_,8.02
_03021_,8.02
_03548_,8.02
_03812_,8.02
_05003_,8.02
_05024_,8.02
_05100_,8.02
_05114_,8.02
_05584_,8.02
_06382_,8.02
_08020_,8.02
net640,8.02
net839,8.02
net1079,8.02
_03318_,8
_04563_,8
_04679_,8
_04819_,8
_04983_,8
_05767_,8
_05906_,8
_07375_,8
_07453_,8
_07793_,8
_03452_,7.99
_06555_,7.99
_01826_,7.98
_01977_,7.98
_02977_,7.98
_03228_,7.98
_03492_,7.98
_03819_,7.98
_04052_,7.98
_04435_,7.98
_04629_,7.98
_05709_,7.98
_05905_,7.98
_06914_,7.98
_07176_,7.98
_07247_,7.98
_07297_,7.98
_07859_,7.98
_08070_,7.98
_08187_,7.98
_08218_,7.98
buf_a.mem\[11\]\[0\],7.98
buf_a.mem\[5\]\[2\],7.98
buf_b.mem\[10\]\[3\],7.98
buf_b.mem\[10\]\[6\],7.98
net1166,7.98
_07921_,7.975
_04247_,7.96
_06522_,7.96
_07171_,7.96
_00054_,7.94
_05498_,7.94
_06431_,7.94
_07244_,7.94
net781,7.94
net1271,7.94
s_axis_a_data[5],7.93
_06516_,7.92
_07410_,7.92
_07830_,7.92
_08385_,7.92
_08703_,7.92
result02[27],7.92
net1023,7.92
net1042,7.92
net1063,7.92
net1187,7.92
_00501_,7.9
_02475_,7.9
_02798_,7.9
_03661_,7.9
_03700_,7.9
_03731_,7.9
_05870_,7.9
_06306_,7.9
_06698_,7.9
_06752_,7.9
_07740_,7.9
_08360_,7.9
_08677_,7.9
buf_a.mem\[14\]\[0\],7.9
_05062_,7.895
_01589_,7.88
_01591_,7.88
_04036_,7.88
_04811_,7.88
_06767_,7.88
buf_a.mem\[15\]\[1\],7.88
net1008,7.88
net1019,7.88
net1065,7.88
net1167,7.88
_00053_,7.86
_00559_,7.86
_01794_,7.86
_03012_,7.86
_05891_,7.86
_06498_,7.86
_06713_,7.86
_06922_,7.86
_07080_,7.86
_07379_,7.86
_07464_,7.86
_07649_,7.86
_08167_,7.86
_08176_,7.86
_08601_,7.86
buf_b.mem\[2\]\[4\],7.86
_05817_,7.855
_06502_,7.855
_06044_,7.85
_02726_,7.82
net831,7.82
net893,7.82
net1251,7.82
_00137_,7.8
_06945_,7.8
net850,7.8
net1070,7.8
_03749_,7.795
_04215_,7.795
net665,7.785
_00174_,7.78
_02511_,7.78
_02744_,7.78
_03533_,7.78
_04238_,7.78
_04608_,7.78
_05476_,7.78
_05581_,7.78
_06286_,7.78
_06349_,7.78
_06924_,7.78
_08284_,7.78
_08416_,7.78
net878,7.78
_03619_,7.775
_06456_,7.77
_00261_,7.765
_00229_,7.76
_03062_,7.76
net937,7.76
_07023_,7.75
_00135_,7.74
_02489_,7.74
_02910_,7.74
_03269_,7.74
_05765_,7.74
_06556_,7.74
_07405_,7.74
_03601_,7.72
_03713_,7.72
_01017_,7.71
_03149_,7.71
_04411_,7.705
_00154_,7.7
_02285_,7.7
_02304_,7.7
_05497_,7.7
_06915_,7.7
_07056_,7.7
net983,7.7
_01639_,7.695
result21[12],7.69
_02070_,7.68
_03786_,7.68
_04841_,7.68
_04882_,7.68
_06273_,7.68
_07487_,7.68
_08152_,7.68
buf_b.mem\[7\]\[7\],7.68
net988,7.68
net1020,7.68
net1041,7.68
net1090,7.68
net1216,7.68
_00626_,7.67
_03849_,7.67
_05283_,7.67
_00202_,7.66
_01806_,7.66
_02096_,7.66
_02667_,7.66
_03187_,7.66
_03393_,7.66
_03691_,7.66
_03695_,7.66
_04212_,7.66
_04337_,7.66
_05123_,7.66
_05271_,7.66
_05520_,7.66
_06546_,7.66
_07191_,7.66
_07574_,7.66
_08424_,7.66
_08702_,7.66
buf_b.mem\[4\]\[7\],7.66
net1071,7.66
_00355_,7.64
_01252_,7.64
_02084_,7.64
_02202_,7.64
_02675_,7.64
_02875_,7.64
_02962_,7.64
_03240_,7.64
_03407_,7.64
_03446_,7.64
_04453_,7.64
_04657_,7.64
_05165_,7.64
_05403_,7.64
_05529_,7.64
_05635_,7.64
_05964_,7.64
_06117_,7.64
_06591_,7.64
_07242_,7.64
_07520_,7.64
_08489_,7.64
buf_a.mem\[9\]\[1\],7.64
net596,7.64
_08023_,7.625
_02958_,7.62
_06164_,7.62
_07130_,7.62
_08723_,7.62
_08741_,7.6
buf_a.mem\[3\]\[4\],7.6
net952,7.6
_02295_,7.58
_03112_,7.58
_03706_,7.58
_04001_,7.58
_04619_,7.58
_04874_,7.58
_06228_,7.58
_01428_,7.56
_02578_,7.56
_02588_,7.56
_03045_,7.56
_03181_,7.56
_03615_,7.56
_03867_,7.56
_05108_,7.56
_05919_,7.56
_06047_,7.56
_06789_,7.56
_07137_,7.56
_07598_,7.56
_08237_,7.56
buf_a.full_flag,7.56
net545,7.56
net1054,7.56
_01522_,7.545
_05532_,7.545
_03019_,7.54
_03957_,7.54
_05147_,7.54
_06652_,7.54
_07988_,7.54
_08229_,7.54
_08415_,7.54
_08475_,7.54
_08603_,7.54
net941,7.54
_04771_,7.53
net901,7.525
_01873_,7.52
_02017_,7.52
_02074_,7.52
_03097_,7.52
_03116_,7.52
_03978_,7.52
_04369_,7.52
_04642_,7.52
_04979_,7.52
_05473_,7.52
_05501_,7.52
_05769_,7.52
_06465_,7.52
_06730_,7.52
_07100_,7.52
_07123_,7.52
_07547_,7.52
_07727_,7.52
buf_a.mem\[10\]\[3\],7.52
buf_a.mem\[6\]\[3\],7.52
buf_a.row3\[3\],7.52
net942,7.52
_00357_,7.5
_02023_,7.5
_04936_,7.5
_05582_,7.5
_05035_,7.495
s_axis_a_data[7],7.49
_00010_,7.48
_01493_,7.48
_01801_,7.48
_04383_,7.48
_07255_,7.48
result23[13],7.47
_05087_,7.46
_07829_,7.46
net1088,7.46
_04343_,7.455
_00651_,7.45
_01250_,7.45
_00485_,7.44
_02445_,7.44
_03221_,7.44
_03235_,7.44
_03288_,7.44
_03739_,7.44
_04955_,7.44
_05421_,7.44
_06704_,7.44
_07742_,7.44
_07975_,7.44
_08293_,7.44
_08397_,7.44
_08455_,7.44
_08462_,7.44
a3_d2\[5\],7.44
buf_a.mem\[8\]\[7\],7.44
net935,7.44
_08219_,7.43
_00098_,7.42
_02809_,7.42
_05425_,7.42
_05548_,7.42
_05660_,7.42
_05902_,7.42
_07246_,7.42
_07425_,7.42
_07725_,7.42
net946,7.42
_06917_,7.41
_02973_,7.4
_02991_,7.4
_03327_,7.4
_03348_,7.4
_03950_,7.4
_04694_,7.4
_04816_,7.4
_04822_,7.4
_04935_,7.4
_05786_,7.4
_06197_,7.4
_06453_,7.4
_06869_,7.4
_06941_,7.4
_07809_,7.4
buf_a.mem\[2\]\[0\],7.4
net609,7.4
_07922_,7.395
_01531_,7.385
_06275_,7.38
_01314_,7.37
_08041_,7.37
_07132_,7.36
_04540_,7.34
_06107_,7.34
_06764_,7.34
_04064_,7.335
_00000_,7.32
_01934_,7.32
_02582_,7.32
_02583_,7.32
_03462_,7.32
_03649_,7.32
_03777_,7.32
_03987_,7.32
_04003_,7.32
_04382_,7.32
_04458_,7.32
_04719_,7.32
_05571_,7.32
_06412_,7.32
_06515_,7.32
_06701_,7.32
_06956_,7.32
_07293_,7.32
_07387_,7.32
_07504_,7.32
_07569_,7.32
_07976_,7.32
_08149_,7.32
_08254_,7.32
_01332_,7.3
_04149_,7.3
_05826_,7.3
_07490_,7.3
_07499_,7.3
_08433_,7.3
buf_b.mem\[13\]\[0\],7.3
net577,7.3
net647,7.3
net752,7.3
_02807_,7.285
_04970_,7.28
_06859_,7.28
_08519_,7.28
_08132_,7.25
start_compute,7.25
_01554_,7.245
_00452_,7.24
_03460_,7.24
_04617_,7.24
_04836_,7.24
_05290_,7.24
_06492_,7.24
_06664_,7.24
_06800_,7.24
_07287_,7.24
_08318_,7.24
_08337_,7.24
net775,7.24
_06088_,7.23
_02310_,7.22
_02759_,7.22
_03466_,7.22
_04509_,7.22
_04738_,7.22
_04825_,7.22
_04994_,7.22
_05377_,7.22
_05706_,7.22
_05784_,7.22
_07299_,7.22
_08011_,7.22
buf_b.mem\[15\]\[5\],7.22
net581,7.22
net629,7.22
net638,7.22
net1197,7.22
_04740_,7.21
_00779_,7.2
_01807_,7.2
_02618_,7.2
_03371_,7.2
_03426_,7.2
_03937_,7.2
_04008_,7.2
_04180_,7.2
_04514_,7.2
_05494_,7.2
_05628_,7.2
_06402_,7.2
_06420_,7.2
_06542_,7.2
_07134_,7.2
_07324_,7.2
_07897_,7.2
_08206_,7.2
_08688_,7.2
_08698_,7.2
buf_b.mem\[11\]\[7\],7.2
net805,7.2
_01852_,7.18
_01900_,7.18
_02027_,7.18
_02536_,7.18
_02611_,7.18
_02929_,7.18
_03352_,7.18
_03568_,7.18
_03946_,7.18
_04009_,7.18
_04338_,7.18
_05918_,7.18
_06629_,7.18
_06703_,7.18
_08227_,7.18
b3_d2\[7\],7.18
buf_b.mem\[0\]\[3\],7.18
_00427_,7.16
_03257_,7.16
_04778_,7.16
_06187_,7.16
_06282_,7.16
_01692_,7.145
_00641_,7.14
_04505_,7.14
_06695_,7.14
_07467_,7.14
_02495_,7.12
_02510_,7.12
_03282_,7.12
_03376_,7.12
_04050_,7.12
_05037_,7.12
_05044_,7.12
_05536_,7.12
_06654_,7.12
_08233_,7.12
_08492_,7.12
_02753_,7.11
_03389_,7.11
_01715_,7.105
_00269_,7.1
_00536_,7.1
_01170_,7.1
_01786_,7.1
_01958_,7.1
_02072_,7.1
_02677_,7.1
_02781_,7.1
_02970_,7.1
_03600_,7.1
_03848_,7.1
_04070_,7.1
_04440_,7.1
_04659_,7.1
_05785_,7.1
_07621_,7.1
_08125_,7.1
_08508_,7.1
_08581_,7.1
_08675_,7.1
net1001,7.1
_07973_,7.09
_01714_,7.085
_03113_,7.08
_03708_,7.08
_04019_,7.08
_05095_,7.08
_05364_,7.08
_05502_,7.08
_05601_,7.08
_06928_,7.08
_07431_,7.08
_07886_,7.08
_08243_,7.08
_08582_,7.08
_01825_,7.06
_01922_,7.06
_02712_,7.06
_03319_,7.06
_04074_,7.06
_04635_,7.06
_04643_,7.06
_04864_,7.06
_05060_,7.06
_05549_,7.06
_05885_,7.06
_06309_,7.06
_06991_,7.06
_07864_,7.06
_08328_,7.06
_08680_,7.06
buf_b.row3\[4\],7.06
net617,7.06
net994,7.06
_03669_,7.05
_01597_,7.045
_00339_,7.04
_00425_,7.04
_01796_,7.04
_01950_,7.04
_00873_,7.03
_04415_,7.02
_05268_,7.02
_06647_,7.02
_08209_,7.01
result21[10],7.01
_02203_,7
_03755_,7
_05127_,7
_06344_,7
_07836_,7
_08141_,7
_00640_,6.99
_01371_,6.98
_02029_,6.98
_02814_,6.98
_02983_,6.98
_03084_,6.98
_03246_,6.98
_04166_,6.98
_04914_,6.98
_05672_,6.98
_05794_,6.98
_06425_,6.98
_06462_,6.98
_06823_,6.98
_07553_,6.98
_07695_,6.98
_08092_,6.98
_08236_,6.98
_08372_,6.98
_08536_,6.98
buf_a.mem\[6\]\[2\],6.98
_01728_,6.96
_01730_,6.96
_01768_,6.96
_02974_,6.96
_04468_,6.96
_05332_,6.96
_05355_,6.96
_07677_,6.96
_08526_,6.96
net1190,6.96
net1198,6.96
_05080_,6.95
_00195_,6.94
_00239_,6.94
_02670_,6.94
_03967_,6.94
_04329_,6.94
_04518_,6.94
_04871_,6.94
_06694_,6.94
_07286_,6.94
_08412_,6.94
_05586_,6.935
_08387_,6.92
result23[1],6.91
_00243_,6.9
_03579_,6.9
_06861_,6.9
_07063_,6.9
_07931_,6.9
net1221,6.9
_06000_,6.89
result01[5],6.89
result02[24],6.89
_01713_,6.885
_01726_,6.885
_01101_,6.88
_01274_,6.88
_01518_,6.88
_02558_,6.88
_03496_,6.88
_03889_,6.88
_04792_,6.88
_08036_,6.88
_08266_,6.88
net737,6.88
net1076,6.88
_02009_,6.86
_02821_,6.86
_03388_,6.86
_03687_,6.86
_03767_,6.86
_04107_,6.86
_04219_,6.86
_04576_,6.86
_05046_,6.86
_05126_,6.86
_05616_,6.86
_05757_,6.86
_06513_,6.86
_06910_,6.86
_07033_,6.86
_07150_,6.86
_07501_,6.86
_08461_,6.86
buf_a.mem\[6\]\[6\],6.86
_02079_,6.84
_04463_,6.84
_05734_,6.84
_08289_,6.84
net867,6.84
_01700_,6.825
_01747_,6.825
_00115_,6.82
_02563_,6.82
_03572_,6.82
_05626_,6.82
_05541_,6.79
result00[20],6.79
result12[21],6.79
result33[30],6.79
_03543_,6.78
_05270_,6.78
_07060_,6.78
net1283,6.78
_04244_,6.77
_00106_,6.76
_00337_,6.76
_01479_,6.76
_01905_,6.76
_02710_,6.76
_02750_,6.76
_03184_,6.76
_04021_,6.76
_04295_,6.76
_04461_,6.76
_05490_,6.76
_05504_,6.76
_06148_,6.76
_06354_,6.76
_06717_,6.76
_06806_,6.76
_08200_,6.76
_08276_,6.76
_08612_,6.76
_08667_,6.76
buf_a.mem\[0\]\[0\],6.76
buf_a.mem\[0\]\[7\],6.76
buf_a.mem\[7\]\[5\],6.76
buf_a.mem\[9\]\[7\],6.76
buf_b.mem\[13\]\[4\],6.76
net584,6.76
net912,6.76
net966,6.76
net1117,6.76
net1230,6.76
net1242,6.76
_02514_,6.74
_02979_,6.74
_03095_,6.74
_03132_,6.74
_03502_,6.74
_04284_,6.74
_04689_,6.74
_04895_,6.74
_05240_,6.74
_06200_,6.74
_06238_,6.74
_06361_,6.74
_06634_,6.74
_07470_,6.74
_07728_,6.74
_08512_,6.74
_08678_,6.74
_08743_,6.74
buf_b.mem\[2\]\[6\],6.74
_04241_,6.73
_08242_,6.73
_00012_,6.72
_02092_,6.72
_02637_,6.72
_03176_,6.72
_04454_,6.72
_04633_,6.72
_05192_,6.72
_05318_,6.72
_05352_,6.72
_05480_,6.72
_05573_,6.72
_05974_,6.72
_06235_,6.72
_06345_,6.72
_06982_,6.72
_07473_,6.72
_07587_,6.72
_07916_,6.72
_08087_,6.72
buf_a.row1\[6\],6.72
net1140,6.72
_00615_,6.71
_02290_,6.7
_04920_,6.7
_06135_,6.7
_06659_,6.7
buf_a.mem\[1\]\[6\],6.7
result32[4],6.69
_02860_,6.68
_03442_,6.66
_03503_,6.66
_05395_,6.66
_05847_,6.66
_07110_,6.66
_07114_,6.66
_08408_,6.66
_08608_,6.66
net1133,6.66
_00525_,6.64
_01877_,6.64
_01912_,6.64
_01976_,6.64
_02881_,6.64
_03127_,6.64
_05054_,6.64
_05110_,6.64
_05792_,6.64
_06066_,6.64
_06083_,6.64
_06110_,6.64
_06753_,6.64
_07087_,6.64
_07139_,6.64
_07669_,6.64
buf_a.mem\[6\]\[1\],6.64
net1031,6.64
net1235,6.64
_01630_,6.625
_03485_,6.62
_04010_,6.62
_04614_,6.62
_05297_,6.62
_06792_,6.62
_06953_,6.62
_07098_,6.62
_08656_,6.62
buf_a.mem\[3\]\[7\],6.62
buf_b.mem\[10\]\[2\],6.62
_01944_,6.6
_01999_,6.6
_03175_,6.6
_03194_,6.6
_03264_,6.6
_03814_,6.6
_04801_,6.6
_04916_,6.6
_04942_,6.6
_05950_,6.6
_06324_,6.6
_06643_,6.6
_06898_,6.6
_06923_,6.6
_07135_,6.6
_07186_,6.6
_08538_,6.6
buf_b.mem\[13\]\[7\],6.6
buf_b.mem\[1\]\[0\],6.6
net1188,6.6
_02706_,6.585
_00721_,6.57
_03315_,6.57
_01547_,6.565
_04688_,6.56
result01[18],6.55
result01[25],6.55
result02[18],6.55
result10[12],6.55
result12[18],6.55
result13[12],6.55
result21[15],6.55
result22[2],6.55
result22[30],6.55
result32[15],6.55
result32[22],6.55
result32[24],6.55
s_axis_b_ready,6.55
_07640_,6.545
_02403_,6.54
_02581_,6.54
_03846_,6.54
_04414_,6.54
_08290_,6.54
net987,6.54
net1077,6.54
net1089,6.54
net1132,6.54
net1161,6.54
_01906_,6.52
_02934_,6.52
_03265_,6.52
_03679_,6.52
_03724_,6.52
_05006_,6.52
_05712_,6.52
_05766_,6.52
_06265_,6.52
_07427_,6.52
_07648_,6.52
_08119_,6.52
_08573_,6.52
_08124_,6.51
_01472_,6.5
_01541_,6.5
_03239_,6.5
_06579_,6.5
_07595_,6.5
buf_a.mem\[2\]\[2\],6.5
_00112_,6.48
_01001_,6.48
_01264_,6.48
_02766_,6.48
_03823_,6.48
_04356_,6.48
_04465_,6.48
_07697_,6.48
_08031_,6.48
_08156_,6.48
_08259_,6.48
_05880_,6.47
_03753_,6.46
_03965_,6.46
_03546_,6.45
_00449_,6.445
_04334_,6.44
_06735_,6.44
net1153,6.44
_08692_,6.43
result31[8],6.43
result33[27],6.43
_01526_,6.425
_01600_,6.425
_00419_,6.42
_00544_,6.42
_00639_,6.42
_01738_,6.42
_03252_,6.42
_06233_,6.42
_07057_,6.42
_07787_,6.42
net624,6.42
net877,6.42
_00728_,6.41
_00444_,6.4
_02050_,6.4
_03042_,6.4
_03379_,6.4
_03386_,6.4
_03409_,6.4
_03605_,6.4
_03606_,6.4
_03727_,6.4
_04201_,6.4
_04218_,6.4
_04319_,6.4
_04652_,6.4
_04913_,6.4
_04972_,6.4
_05507_,6.4
_06104_,6.4
_06426_,6.4
_07847_,6.4
_07970_,6.4
_08012_,6.4
_08175_,6.4
_08537_,6.4
_07117_,6.39
_00232_,6.38
_03133_,6.38
_03647_,6.38
_04788_,6.38
_07341_,6.38
_07385_,6.38
net880,6.38
_08552_,6.375
_01302_,6.37
_01655_,6.365
_00283_,6.36
_03801_,6.36
_05987_,6.36
buf_b.mem\[7\]\[5\],6.36
_08071_,6.355
_00695_,6.35
_06368_,6.34
_06424_,6.34
_00729_,6.33
_01504_,6.325
_01897_,6.32
_03151_,6.32
